index,text,Diacterized,Buckwalter,Cleaned_Text
16988,برأيك هل الصين ممكن فعلا,بِرَأْيِكَ هَلْ الصّينَ مُمْكِنٌ فِعْلًا,bira>oyika halo AlS~yna mumokinN fiEolFA,brayk hl alsyn mumkn fela
16989, تتجاوز القيود الأمريكية,تَتَجاوَزُ القُيودُ الأَمْريكيَّةُ,tatajAwazu Alquywdu Al>amoryky~apu,ttjawzu alquywdu alamrykytu
16990,في مرحلة ما وتمتلك التكنولوجيا الخاصة بها,في مَرْحَلَةِ ما وَتَمْتَلِكُ التِّكْنولوجْيا الخاصَّةِ بِها,fy maroHalapi mA watamotaliku Alt~ikonwlwjoyA AlxAS~api bihA,fy mrhlt ma wtmtlku altknwlwjya alkhast bha
16991, في المجال الحساس دا,في المَجالِ الحَسّاسِ دا,fy AlmajAli AlHas~Asi dA,fy almjal alhsas da
16992,وللا دا حلم صعب المنال ,وَلِلا دا حُلْمُ صَعْبُ المَنالِ,walilA dA Hulomu SaEobu AlmanAli,wlla da hulmu sebu almnal
16993,هتابع إجاباتكم كلها في التعليقات,هتابعْ إِجاباتِكُمْ كُلُّها في التَّعْليقاتِ,htAbEo <ijAbAtikumo kul~uhA fy Alt~aEolyqAti,htabe ijabatkum kuluha fy altelyqat
16994,في النهاية ياريت لو عجبتكو الحلقة دي,في النِّهايَةِ ياريتْ لَوْ عجبتكو الحَلْقَةِ دي,fy Aln~ihAyapi yAryto lawo Ejbtkw AlHaloqapi dy,fy alnhayt yaryt lw ejbtkw alhlqt dy
16995, تعملوا لايك وشير للفيديو,تَعْمَلوا لايكَ وَشَيِّرْ لِلْفيدْيو,taEomalwA lAyka wa$ay~iro lilofydoyw,temlwa layk wshyr llfydyw
16996,وتشتركوا في القناة,وَتَشْتَرِكوا في القَناةِ,wata$otarikwA fy AlqanApi,wtshtrkwa fy alqnat
16997,وتستنونا في حلقات جديدة بإذن الله,وتَسْتَنْوِنا في حَلَقاتٍ جَديدَةٍ بِإِذْنِ اللَّهِ,wtasotanowinA fy HalaqAtK jadydapK bi<i*oni All~ahi,wtstnwna fy hlqat jdydt bidhn allh
16998,كل دي تواريخ راسخة بقوة,كُلُّ دي تَواريخُ راسِخَةٌ بِقوَّةِ,kul~u dy tawAryxu rAsixapN biqw~api,kulu dy twarykhu raskht bqwt
16999,في ذاكرة الشعب الألماني,في ذاكِرَةِ الشَّعْبِ الأَلْمانيِّ,fy *Akirapi Al$~aEobi Al>alomAny~i,fy dhakrt alsheb alalmany
17000,وصعب جدا إنه ينساها,وَصَعْبٌ جِدًّا إِنَّهُ يَنْساها,waSaEobN jid~FA <in~ahu yanosAhA,wseb jda inhu ynsaha
17001,لإنها مرتبطة بتحولات تاريخية,لِإِنّْها مُرْتَبِطَةٌ بِتَحَوُّلاتٍ تاريخيَّةٍ,li<in~ohA murotabiTapN bitaHaw~ulAtK tAryxy~apK,linha murtbtt bthwulat tarykhyt
17002,كان لها دور كبير في تشكيل ألمانيا,كانَ لَها دَوْرٌ كَبيرٌ في تَشْكيلِ أَلْمانْيا,kAna lahA daworN kabyrN fy ta$okyli >alomAnoyA,kan lha dwr kbyr fy tshkyl almanya
17003,اللي إحنا نعرفها النهار دا,اللّي إِحْنا نَعْرِفُها النَّهارُ دا,All~y <iHonA naEorifuhA Aln~ahAru dA,ally ihna nerfuha alnharu da
17004,دلوقت بقى,دلوقتْ بَقَّى,dlwqto baq~aY,dlwqt bqa
17005,مرشحة إنها تنضم للقائمة المميزة دي,مُرَشَّحَةُ إِنَّها تَنْضَمُّ لِلْقائِمَةِ المُمَيَّزَةِ دي,mura$~aHapu <in~ahA tanoDam~u liloqA}imapi Almumay~azapi dy,murshhtu inha tndmu llqaymt almumyzt dy
17006,السنة دي الألمان شافوا فيها كم مشاكل,السُّنَّةُ دي الأَلْمانِ شافوا فيها كَمَ مَشاكِلُ,Als~un~apu dy Al>alomAni $AfwA fyhA kama ma$Akilu,alsuntu dy alalman shafwa fyha km mshaklu
17007,وتحديات غريب جدا,وَتَحَدّياتٌ غَريبٌ جِدًّا,wataHad~yAtN garybN jid~FA,wthdyat ghryb jda
17008,يعني الأزمات اللي ممكن تحصل عادة,يَعْني الأَزَماتِ اللّي مُمْكِنْ تَحْصُلُ عادَةً,yaEony Al>azamAti All~y mumokino taHoSulu EAdapF,yeny alazmat ally mumkn thsulu eadt
17009,حصلت لألمانيا في كم شهر بس,حَصَلَتْ لِأَلْمانْيا في كمَ شَهْرٌ بَسّْ,HaSalato li>alomAnoyA fy kma $ahorN bas~o,hslt lalmanya fy km shhr bs
17010,وهي لسة بتعاني من تبعات أزمة,وَهيَ لِسَّةٌ بِتُعانيَ مِنْ تَبِعاتِ أَزْمَةٍ,wahya lis~apN bituEAnya mino tabiEAti >azomapK,why lst btueany mn tbeat azmt
17011,فيروس كورونا ومتحوراته,فَيْروسُ كورونا ومتحوراتْهُ,fayorwsu kwrwnA wmtHwrAtohu,fyrwsu kwrwna wmthwrathu
17012,وأول ما دخلت برجلها اليمين,وَأَوَّلُ ما دَخَلتْ بِرِجْلِها اليَمينُ,wa>aw~alu mA daxalto birijolihA Alyamynu,wawlu ma dkhlt brjlha alymynu
17013,اصطدمت بأزمة الحرب الروسية الأوكرانية,اصْطَدَمَتْ بِأَزْمَةِ الحَرْبِ الرّوسيَّةِ الأوكْرانيَّةِ,ASoTadamato bi>azomapi AlHarobi Alr~wsy~api Al>wkorAny~api,astdmt bazmt alhrb alrwsyt alawkranyt
17014,اللي بسببها الاقتصاد الألماني,اللّي بِسَبَبِها الِاقْتِصادَ الأَلْمانيَّ,All~y bisababihA AliAqotiSAda Al>alomAny~a,ally bsbbha alaqtsad alalmany
17015,بيتعرض حاليا لواحدة من أعنف,بيَتَعَرَّضْ حاليًّا لِواحِدَةٍ مِنْ أَعْنَفِ,byataEar~aDo HAly~FA liwAHidapK mino >aEonafi,byterd halya lwahdt mn aenf
17016,الهزات في تاريخه,الهَزّاتِ في تاريخِهِ,Alhaz~Ati fy tAryxihi,alhzat fy tarykhh
17017,وفي عز ما هم محتاسين في مشكلة الغاز,وَفي عَزَّ ما هُمْ محتاسينْ في مُشْكِلَةِ الغازِ,wafy Eaz~a mA humo mHtAsyno fy mu$okilapi AlgAzi,wfy ez ma hum mhtasyn fy mushklt alghaz
17018,مع روسيا,مَعَ روسْيا,maEa rwsoyA,me rwsya
17019,التغيرات المناخية وموجات الجفاف,التَّغَيُّراتُ المُناخيَّةُ وَمَوْجاتُ الجَفافِ,Alt~agay~urAtu AlmunAxy~apu wamawojAtu AljafAfi,altghyuratu almunakhytu wmwjatu aljfaf
17020,تسببت في انخفاض مستوى المياه,تَسَبَّبَتْ في انْخِفاضِ مُسْتَوَى المياهِ,tasab~abato fy AnoxifADi musotawaY AlmyAhi,tsbbt fy ankhfad mustwa almyah
17021,في أهم نهر في البلد لمستويات حرجة جدا,في أَهَمِّ نَهْرِ في البَلَدِ لِمُسْتَوَياتٍ حَرِجَةٍ جِدًّا,fy >aham~i nahori fy Albaladi limusotawayAtK HarijapK jid~FA,fy ahm nhr fy albld lmustwyat hrjt jda
17022,خلت السفن عاجزة عن إنها تبحر,خَلَتْ السُّفُنُ عاجِزَةً عَنْ إِنَّها تُبْحِرُ,xalato Als~ufunu EAjizapF Eano <in~ahA tuboHiru,khlt alsufunu eajzt en inha tubhru
17023,بشكل طبيعي,بِشَكْلٍ طَبيعيٍّ,bi$akolK TabyEy~K,bshkl tbyey
17024,وغير إن المشكلة دي جاية لألمانيا,وَغَيْرَ إِنَّ المُشْكِلَةَ دي جايَةْ لِأَلْمانْيا,wagayora <in~a Almu$okilapa dy jAyapo li>alomAnoyA,wghyr in almushklt dy jayt lalmanya
17025,في أسوأ وقت ممكن,في أَسْوَأِ وَقْتٍ مُمْكِنٍ,fy >asowa>i waqotK mumokinK,fy aswa wqt mumkn
17026,فهي في الحقيقة بتشكل كارثة,فَهيَ في الحَقيقَةِ بِتُشَكِّلِ كارِثَةٍ,fahya fy AlHaqyqapi bitu$ak~ili kArivapK,fhy fy alhqyqt btushkl kartht
17027,على اقتصادهم,عَلَى اقْتِصادِهِمْ,EalaY AqotiSAdihimo,ela aqtsadhm
17028,تأثيرها ما يقلش أبدا عن تأثير,تَأْثيرُها ما يَقْلَشَ أَبَدًا عَنْ تَأْثيرِ,ta>ovyruhA mA yaqola$a >abadFA Eano ta>ovyri,tathyruha ma yqlsh abda en tathyr
17029,الحرب الروسية الأوكرانية,الحَرْبُ الرّوسيَّةُ الأوكْرانيَّةِ,AlHarobu Alr~wsy~apu Al>wkorAny~api,alhrbu alrwsytu alawkranyt
17030,باختصار الوضع في ألمانيا,بِاخْتِصارٍ الوَضْعِ في أَلْمانْيا,biAxotiSArK AlwaDoEi fy >alomAnoyA,bakhtsar alwde fy almanya
17031,بيزيد سوءا كل يوم عن اللي قبله,بيَزيدَ سوءًا كُلَّ يَوْمٍ عَنْ اللّي قَبْلَهُ,byazyda sw'FA kul~a yawomK Eano All~y qabolahu,byzyd swea kul ywm en ally qblhu
17032,والبلد دي عمالة تقوم من نقرة,والْبَلَدُ دي عِمالَةٍ تَقومُ مِنْ نَقْرَةِ,wAlobaladu dy EimAlapK taqwmu mino naqorapi,walbldu dy emalt tqwmu mn nqrt
17033,تقع في دحديرة,تَقَعُ في دحديرةْ,taqaEu fy dHdyrpo,tqeu fy dhdyrt
17034,إيه بقى اللي بيحصل بالضبط في ألمانيا ,إيهْ بَقَّى اللّي بيَحْصُلُ بِالضَّبْطِ في أَلْمانْيا,<yho baq~aY All~y byaHoSulu biAlD~aboTi fy >alomAnoyA,iyh bqa ally byhsulu baldbt fy almanya
17035,ليه منسوب المياه في نهر الراين انخفض ,ليهْ مَنْسوبُ المياهِ في نَهْرِ الرّايِنِ انْخَفَضَ,lyho manoswbu AlmyAhi fy nahori Alr~Ayini AnoxafaDa,lyh mnswbu almyah fy nhr alrayn ankhfd
17036,وإزاي دا بيؤثر على أسعار الوقود,وَإِزايَ دا بيُؤَثِّرُ عَلَى أَسْعارِ الوَقودِ,wa<izAya dA byu&av~iru EalaY >asoEAri Alwaqwdi,wizay da byuwthru ela asear alwqwd
17037,والغذاء والسلع والطاقة بشكل عام ,والغِذاءِ والسِّلَعِ والطّاقَةِ بِشَكْلٍ عامٍّ,wAlgi*A'i wAls~ilaEi wAlT~Aqapi bi$akolK EAm~K,walghdhae walsle waltaqt bshkl eam
17038,وليه تكاليف الشحن البحري في البلد,وَليّهِ تَكاليفُ الشَّحْنِ البَحْريِّ في البَلَدِ,waly~hi takAlyfu Al$~aHoni AlbaHory~i fy Albaladi,wlyh tkalyfu alshhn albhry fy albld
17039,ارتفعت لمستويات قياسية ,ارْتَفَعَتْ لِمُسْتَوَياتٍ قياسيَّةٍ,ArotafaEato limusotawayAtK qyAsy~apK,artfet lmustwyat qyasyt
17040,وإيه هي خيارات ألمانيا,وَإيهَ هيَ خياراتُ أَلْمانْيا,wa<yha hya xyArAtu >alomAnoyA,wiyh hy khyaratu almanya
17041,في مواجهة المشكلة دي ,في مواجَهَةِ المُشْكِلَةِ دي,fy mwAjahapi Almu$okilapi dy,fy mwajht almushklt dy
17042,وإزاي الاقتصاد الألماني ممكن يتأثر,وَإِزايَ الِاقْتِصادُ الأَلْمانيُّ مُمْكِنٌ يَتَأَثَّرُ,wa<izAya AliAqotiSAdu Al>alomAny~u mumokinN yata>av~aru,wizay alaqtsadu alalmanyu mumkn ytathru
17043,لو أزمة نهر الراين طولت ,لَوْ أَزْمَةَ نَهْرِ الرّايِن طوِّلتْ,lawo >azomapa nahori Alr~Ayin Tw~ilto,lw azmt nhr alrayn twlt
17044,دا جزء من اللي هندردش فيه مع بعض,دا جُزْءٌ مِنْ اللّيَّ هندردشْ فيهِ مَعَ بَعْضِ,dA juzo'N mino All~y~a hndrd$o fyhi maEa baEoDi,da juze mn ally hndrdsh fyh me bed
17045,في حلقة النهار دا,في حَلْقَةِ النَّهارِ دا,fy Haloqapi Aln~ahAri dA,fy hlqt alnhar da
17046,أنا أشرف إبراهيم ودا المخبر الاقتصادي,أَنا أَشْرَفُ إِبْراهيمُ وُدًّا المُخْبِرَ الِاقْتِصاديَّ,>anA >a$orafu <iborAhymu wud~FA Almuxobira AliAqotiSAdy~a,ana ashrfu ibrahymu wuda almukhbr alaqtsady
17047,في شهر يونيو اللي فات,في شَهْرِ يونْيو اللّي فاتَ,fy $ahori ywnoyw All~y fAta,fy shhr ywnyw ally fat
17048,وزير الاقتصاد الألماني روبرت هابيك,وَزيرُ الِاقْتِصادِ الأَلْمانيُّ روبَرْتْ هابيكَ,wazyru AliAqotiSAdi Al>alomAny~u rwbaroto hAbyka,wzyru alaqtsad alalmanyu rwbrt habyk
17049,أعلن إن ألمانيا هتعيد تاني,أَعْلَنَ إِنَّ أَلْمانْيا هتعيدْ تاني,>aEolana <in~a >alomAnoyA htEydo tAny,aeln in almanya hteyd tany
17050,تشغيل بعض محطات الكهرباء,تَشْغيلُ بَعْضِ مَحَطّاتِ الكَهْرَباءِ,ta$ogylu baEoDi maHaT~Ati AlkahorabA'i,tshghylu bed mhtat alkhrbae
17051,اللي بتعمل بالفحم,اللّي بِتَعْمَلُ بِالْفَحْمِ,All~y bitaEomalu biAlofaHomi,ally btemlu balfhm
17052,بعدما كانت قفلتها قبل كدا,بَعْدَما كانَتْ قفلتْها قَبْلَ كَدا,baEodamA kAnato qfltohA qabola kadA,bedma kant qfltha qbl kda
17053,في إطار حفاظها على البيئة ومكافحتها,في إِطارِ حِفاظِها عَلَى البيئَةِ وَمُكافَحَتِها,fy <iTAri HifAZihA EalaY Alby}api wamukAfaHatihA,fy itar hfazha ela albyyt wmukafhtha
17054,لمشكلة تغير المناخ,لِمُشْكِلَةِ تَغَيُّرِ المُناخِ,limu$okilapi tagay~uri AlmunAxi,lmushklt tghyur almunakh
17055,بحسب كلام الوزير ساعتها,بِحَسَبِ كَلامِ الوَزيرِ ساعَتَها,biHasabi kalAmi Alwazyri sAEatahA,bhsb klam alwzyr saetha
17056,فألمانيا في وضع خطير جدا,فَأَلْمانْيا في وَضْعٍ خَطيرٍ جِدًّا,fa>alomAnoyA fy waDoEK xaTyrK jid~FA,falmanya fy wde khtyr jda
17057,لإن في شكوك كبيرة حوالين قدرتها,لَإِنْ في شُكوكٍ كَبيرَةٌ حوالَيْنِ قُدْرَتَها,la<ino fy $ukwkK kabyrapN HwAlayoni qudoratahA,lin fy shukwk kbyrt hwalyn qudrtha
17058,إنها تملى مخزوناتها من الغاز,إِنَّها تملى مَخْزوناتُها مِنْ الغازِ,<in~ahA tmlY maxozwnAtuhA mino AlgAzi,inha tmla mkhzwnatuha mn alghaz
17059,قبل فصل الشتاء القادم,قَبْلَ فَصْلِ الشِّتاءِ القادِمِ,qabola faSoli Al$~itA'i AlqAdimi,qbl fsl alshtae alqadm
17060,خصوصا بعد ما الرئيس الروسي فلاديمير بوتين,خُصوصًا بَعْدَ ما الرَّئيسُ الرّوسيُّ فِلاديميرْ بوتينْ,xuSwSFA baEoda mA Alr~a}ysu Alr~wsy~u filAdymyro bwtyno,khuswsa bed ma alryysu alrwsyu fladymyr bwtyn
17061,بدأ يتلاعب بالألمان من خلال تقليل,بَدَأَ يَتَلاعَبُ بِالْأَلْمانِ مِنْ خِلالِ تَقْليلِ,bada>a yatalAEabu biAlo>alomAni mino xilAli taqolyli,bda ytlaebu balalman mn khlal tqlyl
17062,كميات الغاز الروسي,كَمّيّاتُ الغازِ الرّوسيِّ,kam~y~Atu AlgAzi Alr~wsy~i,kmyatu alghaz alrwsy
17063,المصدرة لألمانيا,المُصَدِّرَةَ لِأَلْمانْيا,AlmuSad~irapa li>alomAnoyA,almusdrt lalmanya
17064,ألمانيا علشان تؤمن نفسها,أَلْمانْيا عَلَشانِ تُؤَمِّنُ نَفْسَها,>alomAnoyA Eala$Ani tu&am~inu nafosahA,almanya elshan tuwmnu nfsha
17065,بتحاول إنها تقلل استهلاكها من الغاز الطبيعي,بِتُحاوِلْ إِنَّها تُقَلِّلُ اسْتِهْلاكَها مِنْ الغازِ الطَّبيعيِّ,bituHAwilo <in~ahA tuqal~ilu AsotiholAkahA mino AlgAzi AlT~abyEy~i,btuhawl inha tuqllu asthlakha mn alghaz altbyey
17066,في الوقت الحالي,في الوَقْتِ الحاليِّ,fy Alwaqoti AlHAly~i,fy alwqt alhaly
17067,بأقصى قدر ممكن,بِأَقْصَى قَدْرٍ مُمْكِنٍ,bi>aqoSaY qadorK mumokinK,baqsa qdr mumkn
17068,وفي السياق دا قررت ترجع تعتمد تاني,وَفي السّياقِ دا قَرَّرتْ تَرْجِعُ تَعْتَمِدُ تاني,wafy Als~yAqi dA qar~arto tarojiEu taEotamidu tAny,wfy alsyaq da qrrt trjeu tetmdu tany
17069,على الفحم المضر بالبيئة,عَلَى الفَحْمِ المُضِرِّ بِالْبيئَةِ,EalaY AlfaHomi AlmuDir~i biAloby}api,ela alfhm almudr balbyyt
17070,في توليد الكهرباء,في تَوْليدِ الكَهْرَباءِ,fy tawolydi AlkahorabA'i,fy twlyd alkhrbae
17071,الخطة الألمانية النهار دا,الخُطَّةُ الأَلْمانيَّةُ النَّهارِ دا,AlxuT~apu Al>alomAny~apu Aln~ahAri dA,alkhuttu alalmanytu alnhar da
17072,هي إعادة فتح محطات شغالة,هيَ إِعادَةُ فَتْحِ مَحَطّاتٍ شِغالَةٍ,hya <iEAdapu fatoHi maHaT~AtK $igAlapK,hy ieadtu fth mhtat shghalt
17073,بالفحم العادي,بِالْفَحْمِ العاديِّ,biAlofaHomi AlEAdy~i,balfhm aleady
17074,وإعادة فتح محطات شغالة بالليغنيت,وَإِعادَةُ فَتْحِ مَحَطّاتٍ شِغالَةٍ بِاللّيغنيتْ,wa<iEAdapu fatoHi maHaT~AtK $igAlapK biAll~ygnyto,wieadtu fth mhtat shghalt ballyghnyt
17075,أو الفحم البني,أَوْ الفَحْمِ البُنّي,>awo AlfaHomi Albun~y,aw alfhm albuny
17076,ومحطات شغالة بالنفط,وَمَحَطّاتُ شِغالَةٍ بِالنِّفْطِ,wamaHaT~Atu $igAlapK biAln~ifoTi,wmhtatu shghalt balnft
17077,من المفترض إن إعادة تشغيل المحطات دي,مِنْ المُفْتَرَضِ إِنَّ إِعادَةَ تَشْغيلِ المَحَطّاتِ دي,mino AlmufotaraDi <in~a <iEAdapa ta$ogyli AlmaHaT~Ati dy,mn almuftrd in ieadt tshghyl almhtat dy
17078,من الغاز اللي بتستهلكه حاليا في توليد الطاقة,مِنْ الغازِ اللّي بِتَسْتَهْلِكْهُ حاليًّا في تَوْليدِ الطّاقَةِ,mino AlgAzi All~y bitasotaholikohu HAly~FA fy tawolydi AlT~Aqapi,mn alghaz ally btsthlkhu halya fy twlyd altaqt
